,Bank_Name,Bank_Type,Location,Bank_Caption,User_Name,Bank_Rating,Rating_Comment,User_Comment
10661,Citibank,Credit Card, chennai,"""Excellent""",P,5.0,Blown,                              I have received my CITI REWARDS CARD from Citi Bank. I received the card on time. The features of the card are very good. Credit limit is sufficient for me and there is no annual fee is free. Their customer service is very responsive and helpful.
10662,review,Other Loan, hyderabad,"""Need to reduce the rate of interest for premium customer""",VENKATA SATYA SRINIVASA RAO GADI,3.5,Pretty,                              I took an insta loan with HDFC BANK earlier and it was completed. My experience is also good. I am happy with the interest and there was processing fee of 0.5%. Sometimes they do waive off the processing fee but currently they have been keep calling me for the insta loan but the interest rate is higher.
10663,YES Bank,Credit Card, bangalore,"""Good""",M,5.0,Blown,"                              I have received my YES PROSPERITY REWARD PLUS CARD that I applied online. The features of the card are very good, I am getting reward points and it's lifetime free card. Verification was done properly and on time. I am ok with the credit limit."
10664,Citibank,Personal Loan, hyderabad,"""Good""",VEN ,4.0,Great,"                              I had a personal loan with Citi Bank which has been completed. Most of the times, HDFC offered me good rate of interest where as Citi is given me 14%, 16% and 18% but one time they have given me around 13%. The customer service is good. I did not receive NOC letter from them."
10665,review,Other Loan, hyderabad,"""Good service""", SRINIVASA  ,4.0,Great,"                              I have utilized personal loan with HDFC BANK and its been completed. Now, am paying it regularly for jumbo loan. I have chosen the bank because the interest rate is competitive and also the loan process was very faster. The loan tenure is  3 years. I got the loan amount without blocking my credit limit which was helpful."
10666,ICICI Bank,Credit Card, hyderabad,"""Good""",S R G,3.5,Pretty,"                              ICICI credit card is also good and it was taken 1.5 to 2 years back. I am not used very much but the benefits are good for the customer. I think, its a life time free card. They have given me a limit of 4L. I have used the card for shopping and child educational fee. The payment mode is more convenient."
10667,IndusInd Bank,Credit Card, ahmedabad,"""Good Service""",VISMIT ,3.0,Satisfactory,"                              I have Indusind Bank credit card which was applied through Online .This  card is good to use and having a very good credit limit .There are good cash back offers and reward points as well.I have not faced any difficulties while submitting the documents .I have uploaded as well as submitted documents .
"
10668,HDFC Bank,Credit Card, hyderabad,"""Best card to hold""",V S S G RAO  ,4.0,Great,                              I got a HDFC credit card and its been more than 8 to 9 years. The credit limit is very good of 6L and its highest among the other cards. They are enhancing the limit on a regular interval according to my spends. The customer service was good. The rate of interest is lesser compared to others like CITI & SBI.
10669,Citibank,Credit Card, hyderabad,"""Better card to hold""",VENKATA  RAO ,4.0,Great,                              I am using Citi credit card for my transactions and even the billing cycle is flexible according to my own by contacting the customer care. I got a REWARDS CARD and its been 6 to 7 years. There is no annual fee. The credit limit is 3.50L. The deals are good and reward points can be redeemed on the Indian Oil petrol bunks for a fuel which am using it regularly.
10670,review,Other Loan, hyderabad,"""Good""",V S S,4.0,Great,                              My salary account is with Allahabad Bank currently and the customer service is okay but not so good. I need to maintain a minimum balance of one thousand rupees. The interest rate is 4% which is par better than some other banks. The interest rate for housing loan is slightly high than SBI. The branches are less which they need to consider.
10671,SBI Cards,Credit Card, hyderabad,"""Better card""",V S,3.0,Satisfactory,                              I am having a credit card with State Bank of India. They are charging me annual fee for any cards and compensating with coupons instead of this they could waive off the charges. The credit limit is 4L. I have upgraded my card from Signature card to Simply Save with the same limit but the annual fee is less than earlier.
10672,IndusInd Bank,Credit Card, hyderabad,"""Average""",VENKATA  ,3.0,Satisfactory,"                              At the time of applying my Indusind credit card, I have been told that will get premium card which is life time free with some benefits but they have provided me only basic card which am not completely satisified. Their executive told me to submit my documents and they are saying did not get some statements of my other card. The credit limit is only 1L and its less compared to other cards. Moreover they did not send a Boucher along with the card, told me to download from website to know the website."
10673,IndusInd Bank,Credit Card, faridabad,"""Very Good Service""",RASHMI  ,5.0,Blown,                              I am using Indusind Bank credit card which was applied through Online .This was a free card and i have got all the details about the card process through the agent .This was a free card and there was no drawbacks faced so far .I have not started using this card .The service was good to me so far .
10674,IndusInd Bank,Credit Card, chennai,"""Good""",B,4.0,Great,"                              I had applied INDUSIND BANK PLATINUM AURA EDGE MASTER CARD online. I have started  using the card. My credit limit is very low, I was expecting one lakh. Their customer service is ok and I received the card on time. I am not sure whether it's lifetime free card or not. "
10675,SBI Cards,Credit Card, new,"""Excellent""",ATUL  ,5.0,Blown,"                              I holding SBI credit card where I have good offers on my IRCTC train ticket bookings, limit is nominal, cash back offers are good if we do on train bookings, reward points system are good, but if I purchase for fuel sonsumption on this card then we are been highly charged as surcharge. "
10676,RBL Bank,Credit Card, new,"""Good Service""", JHA,5.0,Blown,"                              I have Ratnakar Bank  credit card which was applied through Online .I am using this credit card for the past 2 .5 years .This was a chargeable card and the credit limit was really sufficient .There was no difficulties on submitting the documents .There are good reward points as well as cash back offers and easy to use as well.
"
10677,IndusInd Bank,Credit Card, mumbai,"""Need to enhance the credit limit""",AMO,4.0,Great,                              I am using Indusind Bank credit card which was applied through online .The agent gave details about the card .The credit limit was given for 1 lakh but I was expecting more. There was no difficulties faced so far by using this card .This was a life time  free card. There is an option for an EMI and charges are nominal. 
10678,Citibank,Credit Card, new,"""Good Service""",JHA,5.0,Blown,                              I have Citi Bank credit card which was offered by Bank itself since have a salary account .I am using this credit card for the past 12 years .The credit limit was really less and it was  not sufficient as well .Customer service was really good and the banking service was pretty good .
10679,Citibank,Credit Card, new,"""Excellent""",KUMAR,5.0,Blown,"                              I had applied for INDIANOIL CITI PLATINUM CARD which got approved. It is useful for my fuel purchase surcharge good, credit limit is also good and the annual fee is zero,Bank EMI options are available, citi bank mobile application is an user friendly."
10680,SBI Cards,Credit Card, new,"""Good Service""",Kumar,5.0,Blown,                              I have State Bank Of India credit card which was applied through Online .I am using this credit card for the past 2 .5 years .This was a chargeable card and the credit limit was really sufficient .There was no difficulties on submitting the documents .There are good reward points as well as cash back offers .
10681,IndusInd Bank,Credit Card, new,"""Good Service""",SANTOSH,5.0,Blown,"                              I am using Indusind Bank credit card which was applied through Online .The agent gave the required information  about this credit card very clearly.The credit limit was good and there was no difficulties on submitting the documents.This was a free card and so far not checked cash back offers and reward points 
"
10682,IndusInd Bank,Credit Card, bangalore,"""Good""",BELAGALI,4.0,Great,"                              I am using INDUSIND BANK PLATINUM AURA EDGE MASTER CREDIT CARD and the customer care service was good but the credit limit is very low and the annual fee charges are zero, cash back offers are not much available, reward points system are also not good.
"
10683,Citibank,Credit Card, hyderabad,"""Good""",S,5.0,Blown,"                              I have received my CITI CASHBACK CARD. I received the card on time. They have given very low credit limit, I was expecting 1.5 lakh but they have given only 52 thousand. It's lifetime free credit card. I have started using the card for online shopping and petrol"
10684,ICICI Bank,Credit Card, bangalore,"""Good""",NITAL,4.0,Great,"                              I am holding ICICI bank credit card where could not able to touch with the customer they donn't have toll free number, credit limit of the card is nominal, rate of interest is higher compare to other bank credit card and using from past 2 years but their is no much offer.
"
10685,YES Bank,Credit Card, chennai,"""Good""",LAKSHMANAN  ,4.0,Great,                               Through an online I have applied for a credit card with YES bank for more than a month. Since it is a life time free credit card I have chosen for it. I am not aware for an EMI option. While applying for a card they told about a reward points but now I am not aware about how to use the points. 
10686,SBI Cards,Credit Card, bangalore,"""Good""",AAKASH ,5.0,Blown,"                              I am holding SBI credit card from past 9 months and the credit limit of the card was earlier less but now they have  increased the limit, cash back offer, discounts offers, rewards points offers are good and If we use do the transaction of 1 lakh then the annual fee will be waived of Rs. 499."
10687,HSBC Bank,Credit Card, mumbai,"""Satisfactory""",ANKUR  ,3.0,Satisfactory,                              I am using HSBC Visa Platinum card which was applied through Online .This card is good to use and satisfied with the credit limit as well.There are good reward points as well as cash back offers .This was a free card and  everything was good on this portal .While submitting the documents the process was  smooth .
10688,IndusInd Bank,Credit Card, bangalore,"""Average""",KARAN,4.0,Great,"                              I had applied for INDUSIND BANK PLATINUM AURA EDGE MASTER CREDIT CARD which had received and they made to take the card insurance which I was not willing to take. after that I canceled the insurance which they charged me 25% from the insurance cost, it was easy to generate the PIN number, I was told i will get 1 lakh a the card limit but I have got only 75 thousand."
10689,Citibank,Credit Card, hyderabad,"""Good""",VENKATA ,4.0,Great,                              I am holding a rewards credit card from CITI bank and there is no choice they have given to choose the card variant. The verification process was smooth and received a card on time. It is an annual fee chargeable of 3000 rupees and they have given for a good limit. 
10690,IndusInd Bank,Credit Card, kolkata,"""Average""",M,5.0,Blown,                              I had applied INDUSIND BANK PLATINUM AURA EDGE MASTER CARD. I am not happy with their customer service. I am not able to reach their customer care executive. I only reach IVR and I follow instruction and enter my card number and it gets disconnected.
10692,review,Other Loan, kochi,"""Excellent""",A. T. S,5.0,Blown,"                              I am a salary account holder with State Bank of India and they are very good in the service. Whenever I approach the bank, the response was pretty faster and I like the way. I have been using the online facilities which is very convenient for me. I never had any issues with the hidden charges."
10693,IndusInd Bank,Credit Card, kochi,"""Not meeting my requirments""",ANUMOD ,3.0,Satisfactory,"                              Overall the process was good with Indusind Bank but I got a priority pass for lounge access but when I reached the customer service, they said it was not free and there was no complimentary access. I was trying to get a card which has benefit for travel hence have taken this card but unfortunately its not applicable. I got Aura Edge Platinum card."
10694,IndusInd Bank,Credit Card, ahmedabad,"""Need to enhance the credit limit""",KALPDEEP,5.0,Blown,                              The credit limit which was given for a card from INDUSIND bank for low of 50 thousands only which was not sufficient for my requirement. The verification process was done on smooth and received a card on time. It is a life time free credit card. EMI options are applicable and charges are okay. 
10695,IndusInd Bank,Credit Card, pune,"""Good""",WAGHUMBARE,5.0,Blown,"                              I had applied for INDUSIND BANK credit card where it took 45 days to reach me, bank people had courier it but courier company guys took time time deliverer it, and PIN number was been sent through courier, limit is good but EMI options are not available and the annual fee charges are zero."
10696,IndusInd Bank,Credit Card, hyderabad,"""Very good""",V,5.0,Blown,                              I applied INDUSIND BANK PLATINUM AURA EDGE MASTER CARD. I had received the card on time. I have started using the card but I have not got offers and reward points till now. Their customer service is good and verification was also done. I am ok with the credit limit.
10697,IndusInd Bank,Credit Card, kolkata,"""Good""",GOUTAM  ,4.0,Great,                              I had applied for INDUSIND BANK PLATINUM AURA EDGE CREDIT CARD where the customer care service is good but he card limit is very less there is no  annual fee but it took 2 weeks to approve my credit card where there should update the status on the application.   
10698,IndusInd Bank,Credit Card, chennai,"""Good""",R,5.0,Blown,                              I applied INDUSIND BANK PLATINUM AURA EDGE MASTER CARD. I had received the card on time and verification was smooth. I am satisfied with the credit limit and it's lifetime free credit card. I have used the card and I am receiving messages on time.
10700,IndusInd Bank,Credit Card, mumbai,"""Average""",SANDIP ,3.0,Satisfactory,                              I got an offer for a credit card to apply with  INDUSIND bank on a month before which was processed through an online.I am yet to activate the credit card for the usage. It is an annual fee chargeable of 1000 rupees. The credit limit which was given for average only.
10701,HDFC Bank,Credit Card, new,"""Excellent""",AZZAM,5.0,Blown,"                              I am holding HDFC bank credit card. The accounting systems are good, their is always very good offers, limit is nominal and using this credit card from last 5 months, EMI options are good but the rate of interest little higher and I use to get my bank statement to email always on time."
10702,YES Bank,Credit Card, new,"""Excellent""",MOHAMMAD,5.0,Blown,"                              I had applied for YES BANK PROSPERITY REWARD PLUS CREDIT CARD and I received within a week and customer care service is very good, rewards points system are good but the annual fee is chargeable, and there are no hidden charges like other cards
"
10703,HDFC Bank,Personal Loan, coimbatore,"""Need to reduce the interest rate""",RK,3.0,Satisfactory,"                              I am privilege customer of HDFC BANK and have taken multiple personal loan with them. The rate of interest is higher, it would be better if they reduce the interest rate. The loan tenure is flexible for me. The processing fee is 2% from the loan amount. I am KYC customer so its pre approved."
10704,HDFC Bank,Credit Card, coimbatore,"""Better""", RAJESHKUMAR,3.0,Satisfactory,                              I have 2 credit cards with HDFC BANK and am happy with the credit limits. I got reward points for my transacations but the drawback with the points is I cannot utilize these points for further purchase. Am using the card for last 8 years. The annual fee is applicable and need to pay Rs.500. The payment mode is convenient.
10705,review,Other Loan, coimbatore,"""Excellent""",M RAJESH ,5.0,Blown,                              I am satisfied with HDFC BANK service and am using the salary account for last 7 years. The interest rate is average for savings and loans. I am using net banking and mobile banking which is simple to use. They are giving notifications on time. There is no charges for SMS alert.
10706,Citibank,Credit Card, coimbatore,"""Not satisfied""", RAJ ,1.0,Bad,"                              I am previlege customer of HDFC BANK and have taken a personal loan with them before 5 years. The rate of interest is higher, it would be better if they reduce the interest rate. The loan tenure is flexible. The processing fee is 2% from the loan amount. I am KYC customer so its pre approved loan."
10707,IndusInd Bank,Credit Card, mumbai,"""Good""",SAYED ,4.0,Great,"                              I had applied for INDUSIND BANK PLATINUM AURA EDGE MASTER CARD which do not have much cash back offers. The reward points offers are good and the credit limit is less, annual fee is chargeable but it got approved within a week and the documentation process was easy 
"
10708,Citibank,Credit Card, mumbai,"""Satisfactory""",MOHAN,4.0,Great,"                              I have Citi Bank credit card which was applied through Online.I have got a clear picture about the card process through the agent .The credit limit was good and there was no drawbacks faced.I have not checked cash back offers and reward points .While submitting the documents there was no issues .
"
10709,IndusInd Bank,Credit Card, kochi,"""Medium""",PRAMOD  ,3.0,Satisfactory,                              The credit limit which was given for INDUSIND credit card for low of 50 thousands only which was not sufficient for my expectation. The verification process was done on smooth and received a card on time. It is a life time free credit card or not as of now I am not aware. I am to activate the card to use. 
10710,IndusInd Bank,Credit Card, chennai,"""Good""", LAKSHMI PRIYA,5.0,Blown,"                              I like the service and the way, Indusind Bank approve the credit card. It took around 10 days to deliver the card. The documentation process was very smooth and gave my documents online also the executive came to get my signature. The credit card is life time free and the limit was fine."
10711,IndusInd Bank,Credit Card, thane,"""Good""",T,5.0,Blown,                              I have received my INDUSIND BANK PLATINUM CREDIT CARD. Their customer service is very prompt and they had given each and every details. I received the card on time and it's lifetime free card. They have given sufficient credit limit. I have not used the card yet.
10712,LIC,Life Insurance, chennai,"""Good""",KARTHIK ,5.0,Blown,"                              I have 2 life insurance policies with LIC and its a long term plans. I have not called the customer care but have visited the office directly and the response was good. The benefits are also good. I think, its a JEEVAN TARANG policy and the premium was around 23K quarterly through online."
10713,review,Other Loan, chennai,"""Good one""",KARTHIKEYAN ,4.0,Great,                              I am holding my salary account with IDBI BANK. Their customer service is excellent and the helpline number was easy to approach the executive. The interest rate is good for savings. I am banking with them for more than 7 years and there was no issues. The online services are better.
10714,IndusInd Bank,Credit Card, chennai,"""Good card""",KARTHI ,4.0,Great,                              My Indusind credit card is blocked and am unable to use this card. If I use the pin details its showing some error msg and am repeatedly calling the customer service but they are not fixing my issues. I would suggest them to improve the service. The credit limit is better. Its a life time free card.
10716,IndusInd Bank,Credit Card, thane,"""Not Bad""",A,3.0,Satisfactory,                              I had applied INDUSIND BANK PLATINUM AURA EDGE CREDIT CARD. I had received the card  on time and it's life time free card. Credit limit is ok. I am not getting proper updates from the bank about the card details and due date. I am not getting SMS alert after transaction.
10717,IndusInd Bank,Credit Card, bangalore,"""Good""",RAGHAVENDRA ,5.0,Blown,"                              I had applied for INDUSIND BANK PLATINUM AURA EDGE MASTER CARD where mobile application is not upto the mark, need to work on mobile application and the annual fee is zero but I am not getting any email for my credit card statement,credit limit is nominal and within one week it got approved.
"
10718,IndusInd Bank,Credit Card, thane,"""Good""",YOGESH ,5.0,Blown,                              I have taken a credit card with INDUSIND bank through an online a month before. They have given for a credit limit of 50 thousands only but I was expecting for more than a lakh for this card. EMI options are applicable and charges are nominal.  This card can be use for many purposes. 
10720,HDFC Bank,Personal Loan, jalgaon,"""Excellent""",BHALERAO,5.0,Blown,"                              I had applied for HDFC personal loan and it got disbursed within 1 week,the rate of interest for personal loan is nominal and I have taken the loan 5 years where the processing was little is high, also HDFC bank customer care service is good and supportive."
10721,IndusInd Bank,Credit Card, pune,"""Outstanding Service """,AJEET  ,5.0,Blown,"                              I am using Indusind Bank credit card which was applied through Online.The agent gave all the relevant details about the card process .This was a free card and the credit limit was good .While submitting the documents the process was smooth and so far this card is pretty good .I am really satisfied with the service.
"
10722,IndusInd Bank,Credit Card, bangalore,"""Need to enhance the credit limit""",SAJJAD,4.0,Great,                              I have taken a credit card with INDUSIND bank on a month before which was processed through an online. The process was done on smooth and received a card on time. They have given for a limit which was low as per my requirement. When I was applying through an online there was offer only from 2 banks so I have chosen this bank. I use this card for shopping and fuel purposes. 
10723,RBL Bank,Credit Card, hyderabad,"""Need to provide cash back""",PU,4.0,Great,                               RBL card is a chargeable one of 500 rupees but if  I look for the offers this card is best. For 1st year is a free card from 2nd year onwards chargeable. Limit is given only for 85 thousands was okay I expect more than this limit. EMI option are applicable and it is nominal. I use this card for all purposes based on the usage I get points but no cash back. 
10724,IndusInd Bank,Credit Card, bangalore,"""Average Service""",UMME  ASMA,3.0,Satisfactory,"                              I have  Indusind Bank credit card which was applied through Online .I have got the credit card on time ,The credit limit was very less and it was upto 50,000.I have got the details about the card process throughthe agent .There was no drawbacks faced so far .According to me the service was average ."
10725,SBI Cards,Credit Card, hyderabad,"""Need to enhance the credit limit""",PAL,3.0,Satisfactory,                              I am holding a State Bank of India simply save credit card. I have been using this card more than 1 year. My credit limit given only for 35 thousands. It is an annual fee chargeable of 500 rupees. I use this card for shopping and fuel purposes. Based on the usage I have not get points yet. 
10726,IndusInd Bank,Credit Card, pune,"""Good""",MAHESH  ,4.0,Great,"                              I had applied for INDUSIND BANK PLATINUM CREDIT CARD where the annual fee is zero and credit limit is good, I have EMI options where the rate of interest is nominal, cash back, discount offers are available, reward points offer can be availed for E commerce. "
10727,review,Consumer Durable, hyderabad,"""Excellent""",PAL,5.0,Blown,"                              On 3 years before I have bought for 2 televisions, 2 refrigerators, 1 washing machine, mobile of iPhone 4s and sofa set. For all the products of average 10 months duration have taken with less limit they have provided and given only 15 thousands for each products. Rate of interest with 0%.  "
10728,IndusInd Bank,Credit Card, jaipur,"""Average Service""",SANJEEV  ,3.0,Satisfactory,                              I am using Indusind Bank credit card which was applied through online .I have got the credit card on delay basis it took 1 month time and not got the reason for the delay .The credit limit was very less and it was upto 1 lakh.This was a free card .While submitting the documents there was no difficulties faced.I have not used cash back offers and reward points .I have not used this credit card so far.
10729,review,Personal Loan, hyderabad,"""Good Service""",RI,5.0,Blown,                              I have taken a personal loan with BAJAJ FINANCE LIMITED which applied directly to them on one year before. The loan which was given sufficient  for the duration of 3 years. On time the loan got sanctioned. The rate of interest and processing fee are nominal. There is no required for documents to submit. 
10731,SBI Cards,Credit Card, new,"""Excellent""",AK,5.0,Blown,"                              Customer care service of SBI credit card is good where the  the IVR options are good to connect directly to their agents, rate of interest and EMI options are good, credit limit is very less, using this card from past 8 years and also has good discount offers. "
10732,IndusInd Bank,Credit Card, hyderabad,"""Need to be prompt about an information and enhance limit """,KIRAN  ,5.0,Blown,                              I have taken a credit card with INDUSIND bank on a month before which was processed through an online. At an initial they told for a free card but once I have start using charge for 500 rupees regarding for this contacted their service but there is no response yet. Card service is good and the limit is given for low of 80 thousands. 
10733,ICICI Bank,Credit Card, new,"""Excellent""",AMBUJ  KUMAR,5.0,Blown,"                              I am being using ICICI bank credit card where the cash back offers are good and online E commerce website has good discount offers and the rate of interest on EMI is nominal, customer care service is available 24/7 days and card got approved very fast."
10734,review,Saving Account, kolkata,"""Excellent""",A GHOSH ,5.0,Blown,                              YES BANK is giving very good response and am getting personal loan easily. They are giving higher eligibility for me and the customer service is fine. Its been more than 7 to 8 years and zero balance salary account. They are giving better option for EMI conversion. The interest rate is reasonable for personal loan when I have taken but recently its been higher 11.49% but HDFC is giving less than that but charges for foreclosure penalty.
10735,IndusInd Bank,Credit Card, kolkata,"""Average & Need to enhance the limit""",ANTARA   ,4.0,Great,                              I did not get any statements regarding billing cycle and due date. Am constantly am trying to call the customer care to know about the billing cycle. I have taken a Indusind Bank credit card through online channel. The credit limit is average and I got only 40K. Its a life time free credit card.
10736,IndusInd Bank,Credit Card, mohali,"""Excellent""",A,5.0,Blown,                              I applied PLATINUM AURA EDGE MASTER CARD from Indusind Bank. Verification process was very smooth. I had received the card on time and it's a lifetime free card. I have started using the card and I am getting cashback offer and reward points.
10737,HDFC Bank,Credit Card, new,"""Good""",AMBUJ  KUMAR,4.0,Great,"                              I am holding HDFC bank credit card where the customer care service is nominal, cash back offers for the card are good, they has option for jumbo loan where for an emergency we can avail easily, and the net banking is service is bad it is not user friendly."
10738,review,Other Loan, hyderabad,"""Need to decrease charges and improve their serivce """,RAN ,5.0,Blown,                               I am using Paytm for more than 4 years. KYC process was done on easy. I have faced some issue by using post paid so far I am holding an account but unable to use it. I called to their service intimated as some technical issue by using it and unable to update the correct details.I use for recharge and payments. For balance transfer charges are high for up to5%. 
10739,IndusInd Bank,Credit Card, new,"""Good""",AMBUJ  ,5.0,Blown,"                              I had applied for INDUSIND BANK PLATINUM AURA EDGE MASTER CARD which I have received, there EMI option are good,annual fee is 499+ GST, but the credit limit is just 75 thousand, it was easy to generate PIN number, customer care service is available 
"
10740,IndusInd Bank,Credit Card, bangalore,"""Good""",V,3.0,Satisfactory,"                              I had applied INDUSIND BANK PLATINUM AURA EDGE MASTER CARD.  Credit limit is very low, I was expecting at least 2.5 lakh. I am not happy with their customer service, they did not give me clear information and more formalities than other banks."
10741,DBS Bank,Personal Loan, bangalore,"""Good service""", DA,5.0,Blown,                              I have a personal loan with DBS BANK which was instant approval. The rate of interest is reasonable and the processing fee is applicable. They were charged me 1.5% for the loan amount of 50K. The loan tenure is 1year. I am paying EMI of 4554rupees through ECS.
10742,Axis Bank,Credit Card, bangalore,"""Good card""",S K,5.0,Blown,"                              Axis Bank is provided me a sufficient limit on NEO credit card. The annual fee is applicable and need to pay Rs.295. It has benefit on Flipkart, If I purchase anything using this card I will get 5% discounts. Even reward points are applicable at sometimes."
10743,Axis Bank,Credit Card, bangalore,"""Satisfactory""",K P,5.0,Blown,"                              I have Axis Buzz credit card and am using it for eleven to twelve month. The credit limit is 90,000rupees. They were Rs.750 as an annual fee plus GST. It has a good benefit, I get 10% instant cash back on e-commerce sites purchase. I have tried EMI conversion and the charges are reasonable."
10745,IDBI,Saving Account, bangalore,"""Excellent bank""", KUMAR  ,5.0,Blown,"                              I use IDBI BANK for savings account purpose for last 7 to 8 years. I am maintaining a minimum balance of Rs.5000. They are charging for non-maintenance which is reasonable. Their customer service is an excellent. I think, they are doing 7.5% interest for savings."
10746,review,Saving Account, bangalore,"""Good Bank""",S  K PARIDA,5.0,Blown,"                              I have opened a savings account with DBS BANK through online, the account opening process was very simple. Its been 2 years even I have contacted the customer service as well and it take just 5mins to connect with the executive. It is a zero balance account."
10747,review,Saving Account, bangalore,"""Good""",SUKANTA ,4.0,Great,                              I have 9 to 10 years of experience with Union Bank of India and there were no charges for minimum balance. I am operating as a zero balance account. I would suggest them to improve the customer service. The online banking is better to use. Over all satisfied.
10748,SBI,Saving Account, bangalore,"""Better""",SUK ,4.0,Great,                              My savings account is maintained with State Bank of India and am not operating it for last 2 years. They have provided me a zero balance account. The services are better. I got online access and did not find any hidden charges. I have a domestic debit card. They have unlimited ATM's.
10749,Axis Bank,Saving Account, bangalore,"""Excellent""",S,5.0,Blown,"                              I have been using Axis Bank for last 2 years and there was no difficulty in the banking system. I think, they are giving 7.5% interest rate for savings and deposit. I am convenient the mobile banking for the online transactions. They are sending OTP alert and there were no charges for SMS alert."
10750,IndusInd Bank,Credit Card, bangalore,"""Good Service""",SHEIK  ,4.0,Great,"                              I am  having Indusind Bank credit card which was applied through Online.I   have not used this card so far ,The credit card was sanctioned on time and the agent gave a clear picture  about the card process.The credit limit was really good .There  was no difficulties faced so far on submitting the documents ."
10751,review,Saving Account, hyderabad,"""Good""",SAI,3.0,Satisfactory,"                              I am holding my saving account with Andhra bank for last 4 years, but still now I have not swipe the card just holding an account I have not done transaction much through an online. It is a minimum balance to maintain for 1000 rupees. I am not using the mobile application yet."
10752,SBI,Saving Account, hyderabad,"""Good""",SAI,5.0,Blown,                              I am having an account for a saving with SBI bank for more than 10 years. There is no hidden charges in this bank. It is a  minimum balance account of 1000 rupees. I am using mobile app and it is user friendly to access. I use to get an alert messages from bank whenever I do a transactions.
10753,IndusInd Bank,Credit Card, thane,"""Medium""",AMIT ,3.5,Pretty,                              I have taken a credit card with INDUSIND bank on a month before which  was processed through an online. During the verification process I faced a slight issue since I have submitted all the documents even though banker told to submit by manual again later problem was sort out. It is a life time free credit card and the limit is good. 
10754,IndusInd Bank,Credit Card, thane,"""Good""",MANISH ,5.0,Blown,                              I have taken a credit card with INDUSIND bank on a month before. It is a life time free credit card and the credit limit which was given good and sufficient. There is an option for an EMI but the charges are bit high. I use this card for twice only I have done a transactions. 
10755,review,Saving Account, bangalore,"""Good""",PH,3.0,Satisfactory,                              My experience with Central Bank of India which was okay. I was holding an account as a salary for the past 5 years. Since I have changed my company stop using this account for salary purpose. There is no hidden charges in this bank. It is a  zero balance account. Mobile app and net banking was not user friendly.
10756,review,Saving Account, bangalore,"""Good""",RA,3.0,Satisfactory,                              I am holding a savings account  in INDIAN OVERSEAS BANK for more than 8 years. There is no hidden charges in this bank. It is a  minimum balance account to maintain for 1000 rupees. I am not  using mobile app yet.Whenever I do a transactions I use to get an alert messages from bank .
10757,SBI,Saving Account, bangalore,"""Good""",HA,3.0,Satisfactory,                              I have opened my savings account from State Bank of India before 10 years ago and this was my first account which opened. I have to maintain a minimum balance of Rs. 1000. Their banking service is good. I am not using mobile application yet and net banking is user friendly to use.
10758,review,Other Loan, bangalore,"""Good""",EL,3.0,Satisfactory,                              I am having a salary in KOTAK MAHINDRA BANK for more than 3 months. There is no hidden charges in this bank and no need to maintain minimum balance account. I am not using mobile app yet. I use to get an alert messages from bank whenever I do a transactions. 
10759,review,Other Loan, bangalore,"""Excellent""",HAEL,4.0,Great,                              At earlier when I was using Paytm there was no much charges but now a days charges are high for many purposes. I have been using paytm for 3 years. KYC process was done on easy and on time. Some time I used get some cash back based on the transactions. Since for balance transfer charges are high I came to know so I have not done so far. 
10761,review,Saving Account, bangalore,"""Good""",ISH  ,3.0,Satisfactory,                              The customer support of Federal bank is very good and responsive. For past five years I am using for a minimum balance account to maintain for 1000 rupees. The net banking is user friendly to navigate all the options. There is some hidden charges are applicable. 
10762,YES Bank,Credit Card, bangalore,"""Need to enhance the credit limit""",SA,4.0,Great,"                              I had applied YES PROSPERITY REWARD PLUS CARD on 2 months before directly to bank. The credit limit is very low and given only for 15 thousands. It is lifetime free credit card.I use the card for hotel booking, travel purposes based on the transactions I get reward points. "
10763,HDFC Bank,Credit Card, bangalore,"""Excellent Service""",SAN,5.0,Blown,                              I am holding a credit card with HDFC for more than 8 months which was processed through an online. Around 10 days took to get a card. It is an annual fee chargeable and it will be waive off if we spend for 50 thousands within a year. Mostly I use this card for an EMI and shopping based on the usage I get points. 
10764,Citibank,Credit Card, bangalore,"""Need to be process at earlier""",SANISH  ,4.0,Great,                              I had applied for a credit card with CITI bank through an online. Took around 3 weeks to receive a card. They have charged for 1000 rupees and will get a waiver of for a certain usage. The limit is good. EMI options applicable and charges are nominal. I took this card for use of buying electronic purposes. I would like to suggest to change the billing date. 
10765,SBI,Saving Account, mumbai,"""One of the best nationalised bank""",ANONYMS,5.0,Blown,                              Opened my savings account from State Bank of India and this was my first account which opened the in the year of 2001. I have to maintain a minimum balance of Rs. 1000. Their banking service is good. As of now i have not experienced of their digital banking facility. Their online service can be improved further.
10766,review,Other Loan, mumbai,"""Good Salary Account""",ANONYMS,5.0,Blown,"                              From the year of 2007, i have been holding the salary account from ICICI. Their Internet banking facility is very good. I have visited the branch in past and the response is good. They are not deducting any hidden charges so far. I do all my transaction through online. "
10767,Oriental Insurance,Two Wheeler, mumbai,"""Good Policy""",ANONYMS,5.0,Blown,                              One of my previous agent is taking care of my General insurance policies. I am renewing the policy from Oriental and i am paying the premium amount of Rs. 900 and it depreciating with the amount of RS. 4000 which is fine for me. I make the payment through cash or cheque. 
